Symbol,CIK,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
RCL,884887.0,17630523000.0,-383780992.0,1.31,12.56,0.0,0.0525,-20.79,28.32,-0.417,-0.244,-0.0333,-0.623,7218795000.0,-1083258000.0,-20.79,0.088,5.55,68.5,11.99,1.932,4.401,5.05,-87.51,2.429,90.55,31.09,58.27,50.87,255182000.0,,
RDFN,1382821.0,1074440000.0,-178955008.0,0.0,0.988,0.0,0.0,-1.618,22.85,-0.117,-0.0985,-0.0736,-1.133,2447835000.0,403820000.0,-1.618,3.286,0.112,4.17,0.22,4.841,0.754,-8.89,1.991,32.3,3.08,5.53,7.65,108749000.0,,,
REED,1140215.0,10385700.0,-15463000.0,-0.34,-1.565,0.0,0.0,-0.18,25.5,-0.357,-0.307,-0.336,-7.66,50782000.0,13598000.0,-0.18,0.0,-0.098,0.75,0.177,5.18,0.625,-2.058,1.601,21.5,3.0,4.218,7.61,2520800.0,,,
REGN,872589.0,85284422000.0,6772700000.0,16.53,9.01,200.93,0.0,0.0,47.38,128.16,0.392,0.471,0.157,0.278,13710200000.0,10726100000.0,47.38,-0.186,-0.15,818.33,16.53,17.79,5.81,3.81,5.64,12.07,0.237,800.48,538.01,735.37,676.33,107084000.0
RENT,1468327.0,293253000.0,-42700000.0,0.952,-0.346,0.0,0.0,4.74,4.464,-0.532,-0.362,-0.152,-3.68,285100000.0,141400000.0,4.74,0.0,0.312,5.85,0.952,0.709,12.3,1.085,-41.26,7.49,1.1,3.03,3.512,61956000.0,,,
RH,1528849.0,7344333000.0,974167000.0,11.27,1.563,54.81,0.0,0.0,28.25,161.34,0.153,0.234,0.0962,0.494,3720719000.0,1855411000.0,28.25,-0.357,-0.136,307.69,11.27,12.76,1.649,5.01,2.177,10.58,2.09,441.67,207.37,285.56,275.3,23064200.0
RICK,935419.0,860349000.0,84757000.0,18.98,1.256,26.14,0.19,0.0022,4.91,28.52,0.172,0.27,0.101,0.219,267620000.0,227857000.0,4.91,3.489,0.299,131.5,18.98,15.08,3.193,3.464,3.716,11.77,1.734,97.45,46.42,91.29,71.1,9230200.0
RIDE,1759546.0,331047000.0,-374563328.0,1.901,0.0,0.0,-2.012,0.0,0.0,0.0,-0.326,-0.554,0.0,0.0,-2.012,0.0,0.0,3.44,14.79,0.764,-0.426,1.249,3.79,0.87,1.263,1.794,229894000.0,,,,,
RIO,863064.0,118865035000.0,28077001000.0,6.75,0.0,31.22,6.77,0.0865,10.86,37.17,0.294,0.395,0.145,0.328,60187001000.0,31343000000.0,10.86,-0.277,-0.1,73.39,6.75,10.63,1.859,2.324,1.913,3.739,0.683,80.52,50.92,72.83,64.39,1620850000.0
RIVN,1874178.0,17862347000.0,-6949000192.0,16.65,0.0,0.0,-14.53,1.295,0.0,-7.16,-0.342,-0.763,1049000000.0,-465000000.0,-14.53,0.0,535.0,38.78,20.19,1.639,12.99,-1.995,71.5,15.28,21.76,29.45,883400000.0,,,,,
RL,1037038.0,7980694000.0,964600000.0,16.75,1.734,34.02,2.875,0.0235,7.22,90.84,0.0805,0.116,0.062,0.202,6408600000.0,4147500000.0,7.22,-0.152,0.05,124.32,16.75,12.24,1.097,3.231,1.347,9.17,1.367,132.0,81.63,113.85,100.29,41091200.0
ROK,1024478.0,33025077000.0,1610600000.0,31.17,2.669,25.39,4.54,0.0167,9.23,68.2,0.136,0.175,0.0789,0.352,7884100000.0,3102000000.0,9.23,0.615,0.067,275.4,31.17,25.13,3.805,11.34,4.459,24.1,1.46,294.21,188.4,268.04,239.3,114782000.0
ROKU,1428439.0,8751727000.0,-6885000.0,53.25,19.95,0.0,0.0,1.18,22.9,-0.0759,-0.0818,-0.0385,-0.0868,3124807000.0,1408600000.0,1.18,-0.649,0.12,56.7,53.25,57.8,2.076,2.594,1.885,-45.32,1.697,177.96,38.26,50.38,69.66,121845000.0,
ROST,745732.0,39847170000.0,2311881000.0,28.02,2.596,12.03,1.215,0.0105,4.13,53.51,0.0774,0.104,0.089,0.352,18502246000.0,6088636000.0,4.13,-0.083,-0.002,122.41,28.02,23.04,2.116,9.75,2.283,18.0,0.998,122.44,68.82,117.02,94.61,344371000.0
RTX,101829.0,141831389000.0,11413000000.0,27.49,1.851,49.56,2.16,0.0224,3.51,45.46,0.0775,0.109,0.0285,0.0715,67073999000.0,13668000000.0,3.51,1.135,0.062,108.38,27.49,19.08,2.193,2.093,2.674,16.4,0.754,108.84,79.8,98.86,93.66,1470060000.0
S,1583708.0,4259958000.0,-348992992.0,5.96,0.0,0.0,-1.297,1.322,-0.986,-1.02,-0.11,-0.212,361719000.0,123122000.0,-1.297,0.0,1.059,21.57,11.28,2.627,10.35,-10.99,48.46,12.69,14.6,22.39,218931000.0,,,,,
SANM,897723.0,3671000000.0,528597000.0,13.13,-8.61,37.66,0.0,0.0,4.79,142.43,0.0337,0.0493,0.0534,0.142,8494511000.0,640514000.0,4.79,0.663,0.344,73.0,13.13,10.14,0.439,1.928,0.431,7.54,1.157,69.28,36.35,60.78,50.93,58353000.0
SAP,1000184.0,143926264000.0,7143000000.0,56.21,1.802,34.42,0.0,0.0172,2.13,26.39,0.0742,0.17,0.0458,0.0406,30870999000.0,22167000000.0,2.13,-0.619,0.057,136.44,56.21,17.04,4.197,2.636,4.372,17.25,1.008,123.28,78.22,110.69,97.51,1169600000.0
SBUX,829224.0,120621769000.0,5973400000.0,37.11,1.726,-7.58,2.0,0.0193,2.83,27.96,0.102,0.138,0.0936,0.0,32250300000.0,8385400000.0,2.83,-0.486,0.033,110.5,37.11,30.03,3.559,4.276,22.09,0.908,110.83,67.61,103.3,88.11,1148560000.0,
SE,1703399.0,39585677000.0,-1793335040.0,0.0,8.77,0.0,0.0,-4.058,21.96,-0.221,-0.172,-0.0731,-0.422,12220235000.0,3895735000.0,-4.058,0.0,0.174,90.84,2.806,7.45,2.829,-15.0,1.63,175.36,40.66,58.85,65.86,561738000.0,,,
SEDG,1419612.0,17667820000.0,261293000.0,161.27,1.594,36.72,0.0,0.0,1.96,51.09,0.0411,0.077,0.0407,0.0692,2771492000.0,629318000.0,1.96,-0.551,0.59,350.53,161.27,49.26,6.42,9.14,6.71,74.39,1.319,375.9,190.15,305.13,278.91,55895000.0
SEIC,350894.0,8473672000.0,521985000.0,18.25,1.684,14.56,0.83,0.0135,3.46,14.63,0.239,0.239,0.126,0.249,1991037000.0,1565135000.0,3.46,-0.187,-0.09,62.0,18.25,16.47,3.903,4.238,3.635,9.94,1.009,64.69,45.96,61.02,56.23,134162000.0
SFIX,1576942.0,524122000.0,-195184992.0,3.451,0.0,0.0,-0.823,17.74,-0.134,-0.12,-0.175,-0.675,1947161000.0,909193000.0,-0.823,-0.083,-0.216,4.45,1111.11,0.216,1.534,0.219,-1.92,2.011,16.7,2.63,3.932,5.48,85403000.0,,,
SGFY,1828182.0,8258252000.0,43100000.0,122.78,3.692,0.0,0.0,0.23,4.495,-0.66,-0.0367,-0.0094,-0.603,783900000.0,379900000.0,0.23,-0.959,-0.298,29.42,122.78,34.25,10.58,10.25,8.49,-10.34,29.88,10.7,28.62,23.11,178468000.0,,
SGMA,915358.0,25772600.0,20705200.0,35.38,0.0,14.96,0.0,0.0,0.12,71.3,0.0004,0.0343,0.0315,0.002,407160000.0,44431900.0,0.12,-0.797,0.084,35.38,0.0659,0.329,0.315,16.52,1.208,10.28,3.6,4.359,5.87,6071300.0,,
SHOP,1594805.0,65709806000.0,-312379008.0,397.35,26.2,6.83,0.0,0.0,0.13,4.155,-0.612,-0.0751,-0.0199,-0.32,5244910000.0,2481144000.0,0.13,4.858,0.216,43.06,397.35,1428.57,8.68,5.6,8.58,-13.19,1.973,93.25,23.63,39.63,35.95,1190110000.0
SHW,89800.0,62979527000.0,3577400000.0,31.48,2.053,12.05,2.4,0.0099,7.72,85.85,0.0912,0.136,0.0867,0.729,22148901000.0,9325100000.0,7.72,0.288,0.098,250.7,31.48,23.81,2.919,24.81,3.54,23.07,1.089,285.77,194.75,243.49,240.25,259143000.0
SI-P-A,1312109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.54,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
SIFY,1094324.0,317057000.0,5249610000.0,28.92,0.626,81.24,0.0,0.0192,0.06,148.11,0.0277,0.0843,0.0371,0.0666,31377211000.0,10983619000.0,0.06,-0.684,0.312,7.0,28.92,12.53,0.0076,1.261,0.015,0.069,1.391,3.29,1.05,1.506,1.889,182742000.0
SIG,832988.0,3578634000.0,900700000.0,11.83,1.25,29.59,0.78,0.0101,6.66,165.11,0.0518,0.0925,0.0725,0.197,7987200000.0,3087700000.0,6.66,-0.587,0.029,85.5,11.83,5.97,0.379,2.381,0.612,7.4,2.183,87.13,47.87,70.3,63.69,45437200.0
SJR,932872.0,14803639000.0,2210000000.0,26.76,14.26,12.83,1.185,0.03,1.1,10.89,0.136,0.236,0.051,0.118,5432000000.0,2553000000.0,1.1,-0.137,-0.012,30.19,26.76,24.27,2.453,2.958,3.205,6.94,0.359,30.73,23.45,27.97,27.18,477365000.0
SLB,87347.0,75397882000.0,5820000000.0,22.21,0.717,12.45,0.65,0.019,2.39,19.84,0.122,0.148,0.0613,0.21,28091001000.0,5161000000.0,2.39,0.749,0.266,64.01,22.21,17.73,2.688,4.158,3.073,12.86,1.796,62.78,30.4,53.29,44.1,1420190000.0
SMCI,1375365.0,4463517000.0,724179000.0,7.25,0.76,34.21,0.0,0.0,11.64,127.05,0.087,0.104,0.15,0.385,6646275000.0,800001000.0,11.64,3.026,0.538,100.8,7.25,0.709,2.932,0.798,8.34,1.453,95.22,34.11,82.49,63.18,52923000.0,
SMFG,1022837.0,56548233000.0,8.75,1.271,1810.34,105.0,0.037,0.95,467.0,0.204,0.298,0.0026,0.0531,3198471111000.0,2810865000000.0,0.95,0.431,0.029,9.28,8.75,6.99,0.0152,0.508,0.809,9.04,5.38,7.77,6.42,6800750000.0,,,
SNAP,1564408.0,19173749000.0,-1193133056.0,5.64,1.639,0.0,0.0,-0.353,2.861,-0.311,-0.303,-0.112,-0.449,4601847000.0,2786505000.0,-0.353,0.0,0.001,11.34,63.69,2.947,5.31,3.292,-17.36,1.095,41.97,7.33,9.68,12.83,1327190000.0,,
SNOW,1640147.0,52514062000.0,-705124992.0,1.913,16.83,0.0,0.0,-2.1,5.9,-0.388,-0.404,-0.0705,-0.139,1860421000.0,760894000.0,-2.1,0.0,0.666,184.62,344.83,24.66,8.87,23.81,-62.84,0.718,329.49,110.27,143.99,154.06,321600000.0,,
SNPS,883241.0,54865543000.0,1335359000.0,55.13,1.846,36.2,0.0,0.0,6.53,33.21,0.194,0.231,0.0808,0.18,5081542000.0,4084781000.0,6.53,-0.229,0.114,416.99,55.13,32.79,9.96,9.0,9.59,34.74,1.198,391.17,255.02,335.14,320.93,152417000.0
SNY,1121404.0,118739010000.0,14567000000.0,15.56,1.65,29.16,3.56,0.038,2.93,18.13,0.148,0.262,0.0607,0.0959,45389001000.0,31694000000.0,2.93,0.293,0.1,64.0,15.56,10.49,2.688,1.625,3.053,13.58,0.413,56.08,36.91,47.69,46.83,2505280000.0
SOFI,1818874.0,5925258000.0,5.62,0.0,0.0,-0.646,1.686,-0.211,-0.21,-0.0227,-0.0627,1519203000.0,1205977000.0,-0.646,0.0,0.572,7.54,2.725,0.842,1.384,13.41,4.24,5.09,5.85,799630000.0,,,,,,,
SOUN,1840856.0,558120000.0,-91164000.0,-0.073,0.0,0.0,-6.96,0.386,0.0,-3.574,-0.98,0.0,26779000.0,7154000.0,-6.96,0.0,1.777,3.7,8.94,81.35,9.08,-2.711,18.14,0.93,1.341,3.358,157518000.0,,,,,
SPCE,1706946.0,1669319000.0,-414596992.0,2.235,0.0,0.0,-1.252,0.006,0.0,-270.17,-0.225,-0.543,1584000.0,3020000.0,-1.252,0.0,-0.703,5.08,740.13,2.05,424.19,-1.802,1.25,11.25,3.245,4.633,5.79,274559000.0,,,,
SPGI,64040.0,121494077000.0,4948000000.0,31.87,4.763,114.08,3.24,0.0095,11.7,34.9,0.338,0.404,0.0686,0.166,10332000000.0,6102000000.0,11.7,-0.442,0.371,401.5,31.87,28.25,10.7,3.102,12.12,20.9,1.061,420.55,278.66,353.76,346.32,325800000.0
SPLK,1353283.0,17118109000.0,-427096992.0,1.433,-3.485,0.0,0.0,-7.29,20.51,-0.208,-0.159,-0.0635,-4.429,3303722000.0,1939695000.0,-7.29,0.0,0.399,111.37,42.92,4.337,69.12,5.24,-36.18,1.283,150.79,65.0,87.88,93.18,163700000.0,,
SPOT,1639920.0,23739539000.0,-488000000.0,12.43,0.0,0.0,-0.593,60.78,-0.0367,-0.0562,-0.0556,-0.19,11727000000.0,2926000000.0,-0.593,0.569,0.177,120.99,243.9,1.242,6.51,1.187,112.25,1.661,177.6,69.28,86.44,97.18,193130000.0,,,
SPPI,831547.0,166588000.0,-92732000.0,0.0,0.18,0.0,0.0,-0.86,1.002,0.0,0.0,-0.436,-1.841,109333000.0,0.0,-0.86,0.0,0.0,2.65,4.748,2.395,-0.152,2.003,1.57,0.32,0.495,0.717,203206000.0,,,,
SQ,1512673.0,49508315000.0,-118519000.0,1.931,27.66,0.0,0.0,-0.167,31.13,-0.0297,-0.022,-0.0109,-0.0529,16959219000.0,4419823000.0,-0.167,-0.998,0.174,90.19,43.86,2.175,2.583,2.316,-205.63,2.281,149.0,51.34,69.19,71.46,537420000.0,,
SSTK,1549346.0,2780318000.0,140045000.0,33.32,2.65,12.02,0.93,0.0128,2.33,22.53,0.105,0.127,0.077,0.19,815883000.0,495756000.0,2.33,0.488,0.05,61.75,33.32,2.194,4.222,2.24,11.04,1.066,97.46,44.4,57.09,57.35,35815000.0,
STAG,1479094.0,6657175000.0,466511000.0,27.13,-402.43,19.09,1.458,0.0405,1.34,3.581,0.37,0.31,0.0216,0.0736,634637000.0,454173000.0,1.34,0.175,0.17,36.59,27.13,9.63,1.736,13.27,14.44,1.021,40.92,26.16,33.72,32.45,179216000.0,
STLD,1022671.0,22504690000.0,5476024000.0,6.13,10.91,46.54,1.36,0.0109,20.92,121.38,0.173,0.229,0.238,0.538,22260775000.0,6117831000.0,20.92,-0.342,-0.091,100.83,6.13,7.38,0.787,2.393,0.884,3.286,1.483,132.5,58.03,107.6,87.0,175571000.0
STM,932787.0,44307722000.0,5606666000.0,11.55,0.884,14.04,0.0,0.0049,4.19,17.8,0.245,0.275,0.156,0.36,16128000000.0,7635000000.0,4.19,0.624,0.244,57.75,11.55,9.78,2.23,3.167,2.221,6.5,1.397,50.81,28.26,39.89,36.48,903174000.0
STRL,874238.0,1117953000.0,189380000.0,12.98,0.534,14.42,0.0,0.0,2.84,63.01,0.0456,0.0756,0.0691,0.23,1879165000.0,214757000.0,2.84,0.347,0.202,37.5,12.98,9.61,0.501,2.213,0.701,7.05,1.405,37.0,20.46,32.73,26.69,30329700.0
STZ,16918.0,42598064000.0,3431100000.0,378.39,2.355,45.47,3.16,0.0137,0.61,50.76,0.0106,0.32,0.0765,0.0142,9557300000.0,4711000000.0,0.61,-0.007,0.05,254.09,378.39,18.76,4.6,4.706,5.82,41.97,1.026,261.32,205.52,234.74,240.06,184498000.0
SWAV,1642545.0,6770176000.0,99906000.0,76.46,9.85,0.0,0.0,2.45,12.04,0.205,0.223,0.154,0.305,429890000.0,195708000.0,2.45,17.4,1.016,243.25,76.46,61.73,17.3,22.4,18.09,80.48,1.037,320.54,113.36,212.22,225.28,36142300.0,
SWK,93556.0,13879919000.0,1885800000.0,25.36,1.368,60.34,3.17,0.0351,3.7,114.29,0.0831,0.0761,0.033,0.0573,17278401000.0,5233200000.0,3.7,1.194,0.09,87.38,25.36,17.24,0.668,1.313,1.149,16.07,1.268,165.15,69.54,81.72,94.92,147942000.0
SWKH,1089907.0,246791000.0,14.37,0.0,21.62,0.0,0.0,1.34,3.612,0.367,0.482,0.0597,0.0631,46319000.0,48434000.0,1.34,2.0,0.423,25.5,14.37,5.31,0.884,4.32,7.95,0.302,19.99,16.06,18.9,18.39,12820300.0,,
SWKS,4127.0,17372678000.0,2051000000.0,13.99,0.894,34.14,2.3,0.0219,7.81,33.78,0.233,0.284,0.112,0.237,5485500000.0,2604300000.0,7.81,-0.038,0.073,109.38,13.99,9.14,2.737,2.768,3.093,7.66,1.21,142.63,75.66,98.01,98.87,158974000.0
SYY,96021.0,38943379000.0,3669455000.0,27.7,1.354,2.832,1.94,0.0255,2.77,144.69,0.0193,0.0394,0.0832,1.043,73580184000.0,12393748000.0,2.77,-0.151,0.139,88.08,27.7,19.72,0.556,37.32,0.74,15.8,1.09,89.84,69.7,80.18,81.98,507604000.0
TBBK,1295401.0,1988119000.0,15.66,1.46,12.46,0.0,0.0,2.28,6.14,0.375,0.525,0.0177,0.193,347416000.0,347416000.0,2.28,0.509,0.266,39.0,15.66,4.711,2.416,1.464,35.99,16.59,29.83,24.76,55690000.0,,,,
TCFC,855874.0,231274000.0,8.48,1.7,31.74,0.7,0.0176,4.83,13.19,0.367,0.515,0.0118,0.143,74799000.0,73754000.0,4.83,0.196,0.088,49.0,8.48,2.981,1.25,0.777,41.43,32.69,39.92,37.67,5646400.0,,,,
TD,947263.0,124988006000.0,9.59,2.21,58.1,3.56,0.0416,7.11,26.37,0.365,0.436,0.0096,0.165,47741002000.0,47741000000.0,7.11,0.774,0.351,75.56,9.59,9.78,2.426,1.601,0.828,82.58,56.66,66.16,66.58,1820670000.0,,,
TDG,1260221.0,39284572000.0,2468000000.0,53.08,1.264,-69.41,0.0,0.0,13.57,93.28,0.16,0.408,0.074,0.0,5429000000.0,3106000000.0,13.57,0.112,0.181,721.22,53.08,29.33,6.13,9.39,20.75,1.379,744.0,486.25,649.75,599.43,54535000.0,
TDOC,1477449.0,4898292000.0,3801000.0,-1.01,37.32,0.0,0.0,-43.41,14.44,0.0,-0.0998,-0.0113,-0.895,2323366000.0,1382449000.0,-43.41,0.0,0.172,31.68,357.14,1.852,0.759,2.274,-0.548,0.974,79.9,21.6,26.57,31.87,161927000.0,,
TEAM,1650372.0,44197294000.0,-166923008.0,4.358,1.881,0.0,0.0,-2.858,11.79,-0.0723,-0.0657,-0.0363,-0.956,2996250000.0,2337175000.0,-2.858,1.722,0.315,198.23,109.89,12.37,79.67,12.71,-865.05,0.765,352.92,113.86,140.23,191.19,148272000.0,,
TECH,842023.0,11862223000.0,358478000.0,42.22,1.148,11.16,0.32,0.0039,1.79,7.12,0.261,0.265,0.0801,0.167,1117535000.0,758092000.0,1.79,0.308,0.046,101.28,42.22,42.19,11.83,7.78,12.32,30.43,1.252,113.06,67.67,82.28,84.57,156970000.0
TEF,814052.0,21397264000.0,6845000000.0,74.1,2.136,4.503,0.248,0.0811,0.05,7.15,0.0072,0.0361,0.0081,0.0196,40229999000.0,21098000000.0,0.05,-0.364,0.113,5.01,74.1,11.81,0.502,0.759,1.756,5.27,0.727,5.01,2.966,3.706,4.142,5775240000.0
TEVA,818686.0,11894954000.0,4182000000.0,0.755,7.89,0.0,0.0,-0.557,13.67,-0.0853,0.189,0.0388,-0.124,15141000000.0,7594000000.0,-0.557,-0.808,-0.075,10.0,3.652,0.649,1.173,1.961,-2969.64,1.221,11.45,6.78,9.63,8.89,1110640000.0,,
TGLS,1534675.0,1676723000.0,204974000.0,13.9,0.418,6.54,0.27,0.0085,2.53,13.37,0.189,0.292,0.185,0.441,637271000.0,202584000.0,2.53,1.279,0.533,39.2,13.9,7.54,2.199,4.549,2.356,7.32,1.725,36.48,15.89,31.24,24.01,47674800.0
TGT,27419.0,81364394000.0,7577000000.0,24.15,3.194,23.94,3.78,0.0244,7.32,233.36,0.0317,0.0449,0.0555,0.278,108720996000.0,31042000000.0,7.32,-0.493,0.034,175.79,24.15,15.24,0.625,6.37,0.812,11.71,1.009,250.67,135.46,157.92,165.23,460310000.0
THO,730263.0,5284972000.0,1702421000.0,5.26,3.8,68.06,1.74,0.0182,18.78,283.23,0.0667,0.0916,0.118,0.304,15462385000.0,2806030000.0,18.78,-0.417,-0.215,81.1,5.26,9.76,0.282,1.228,0.382,3.433,1.728,105.36,65.11,85.69,81.09,53519000.0
TITN,1409171.0,1007505000.0,166956000.0,9.11,-2.8,22.83,0.0,0.0,4.87,95.52,0.0498,0.0669,0.0902,0.23,2133918000.0,332724000.0,4.87,0.877,0.473,47.25,9.11,0.41,1.818,0.616,7.71,1.679,46.4,21.5,40.62,31.33,22706900.0,
TJX,109198.0,92613329000.0,5443481000.0,28.02,2.026,4.899,1.145,0.0143,2.86,41.98,0.069,0.0927,0.0976,0.561,49270137000.0,17101549000.0,2.86,0.083,-0.029,86.26,28.02,22.47,1.845,16.17,2.047,18.33,0.895,83.13,53.22,80.12,67.79,1155500000.0
TK,911971.0,507025000.0,136324000.0,0.27,5.89,0.0,0.0801,-0.21,9.7,0.0221,0.0626,0.009,0.0041,993198000.0,56356000.0,-0.21,-0.971,1.044,5.0,0.458,0.69,2.092,6.47,0.836,5.17,2.535,4.504,3.721,100401000.0,,,
TLRY,1731348.0,1963429000.0,-68897000.0,7.6,7.29,0.0,0.0,0.42,1.099,-0.959,-0.355,-0.0238,-0.119,602543000.0,116817000.0,0.42,0.0,-0.071,4.44,7.6,1000.0,3.209,0.458,3.651,-7.83,2.62,9.08,2.52,3.269,3.652,615495000.0,
TM,1094517.0,195713843000.0,4002541994000.0,10.29,3.725,20483.86,53.0,0.0267,13.94,24411.17,0.0743,0.0711,0.0219,0.0929,33607554957000.0,5971673000000.0,13.94,-0.295,0.222,161.08,10.29,8.64,0.0058,0.968,0.0104,0.0646,0.561,199.04,130.07,142.59,149.78,1364430000.0
TMO,97745.0,225971569000.0,11888000000.0,32.68,4.284,112.61,0.0,0.002,17.63,114.58,0.155,0.189,0.0553,0.164,44914999000.0,19500000000.0,17.63,-0.036,0.07,648.17,32.68,24.45,4.918,5.11,5.63,21.16,0.801,617.34,475.52,562.62,547.55,392196000.0
TMUS,1283699.0,180638138000.0,26663999000.0,118.04,0.469,56.12,0.0,0.0,1.23,63.97,0.0192,0.155,0.0373,0.0221,80083001000.0,45546000000.0,1.23,-0.273,-0.007,178.45,118.04,19.16,2.178,2.525,3.502,14.69,0.557,154.38,116.91,145.73,139.58,1244150000.0
TNK,1419945.0,1097682000.0,150264000.0,26.33,31.59,27.21,0.0,0.0,1.23,25.21,0.0501,0.0889,0.029,0.0476,856101000.0,48072000.0,1.23,7.51,1.411,44.52,26.33,3.22,1.333,1.122,1.804,8.72,0.0056,36.61,10.63,30.75,25.48,29300000.0
TNXP,1430306.0,73047000.0,-108398000.0,0.0,4.293,0.0,0.0,-7.5,0.0,0.0,0.0,-0.297,-0.501,0.0,0.0,-7.5,0.0,0.0,6.33,0.0865,1.101,1.506,11.52,0.29,0.683,1.381,57536000.0,,,,,
TOL,794170.0,6582291000.0,1625188000.0,5.46,2.588,54.79,0.77,0.0133,10.9,88.0,0.125,0.151,0.0812,0.227,10275558000.0,2524320000.0,10.9,0.86,0.221,61.08,5.46,5.95,0.566,0.955,0.751,5.11,1.356,63.19,39.38,52.52,47.52,110571000.0
TPR,1116132.0,10758909000.0,1354100000.0,14.13,0.99,9.36,1.05,0.0269,3.16,26.3,0.123,0.174,0.0965,0.305,6710100000.0,4650400000.0,3.16,-0.013,0.017,45.78,14.13,9.7,1.339,3.888,1.706,9.2,1.423,47.48,25.76,40.16,34.59,240961000.0
TRGP,1389170.0,16418979000.0,2541000000.0,69.08,0.64,10.54,1.4,0.0191,1.05,95.75,0.0259,0.0711,0.0548,0.163,21816601000.0,3220300000.0,1.05,0.274,0.202,93.11,69.08,15.62,0.76,6.91,1.262,11.52,2.28,79.91,54.73,73.02,69.13,226375000.0
TRI,1075124.0,56784339000.0,1772000000.0,54.33,2.129,25.61,1.74,0.0148,2.18,13.52,0.144,0.242,0.0449,0.0782,6572000000.0,2209000000.0,2.18,-0.796,0.031,118.6,54.33,36.1,8.31,4.543,8.93,19.3,0.318,121.75,90.42,116.12,107.96,479395000.0
TRIP,1526520.0,3333294000.0,107000000.0,0.135,5.79,0.0,0.208,-0.739,9.9,-0.0051,0.0544,0.0192,-0.0087,1379000000.0,828000000.0,-0.739,22.43,0.515,24.2,13.02,1.851,3.23,1.808,13.93,1.263,30.48,16.87,20.2,22.01,127786000.0,,
TRP,1232384.0,42125836000.0,9006000000.0,17.16,3.005,32.88,3.57,0.0643,2.44,14.8,0.228,0.442,0.0365,0.0982,14602000000.0,9380000000.0,2.44,0.056,0.176,51.08,17.16,13.26,2.834,1.734,5.89,9.43,0.856,55.81,38.35,42.23,48.11,1000000000.0
TRU,1552033.0,13666284000.0,1094600000.0,54.55,1.426,21.04,0.4,0.0056,1.3,18.72,0.345,0.167,0.039,0.0747,3597600000.0,1968600000.0,1.3,-0.305,0.262,78.03,54.55,16.42,3.062,2.966,4.852,16.5,1.354,104.69,50.24,62.97,71.74,192700000.0
TSCO,916365.0,25673810000.0,1778005000.0,23.94,2.063,18.5,3.68,0.016,9.71,127.58,0.0766,0.101,0.11,0.538,14204717000.0,4972204000.0,9.71,0.261,0.207,246.39,23.94,20.53,1.749,12.25,2.044,16.33,0.885,238.18,165.03,220.0,203.91,110463000.0
TSLA,1318605.0,616240120000.0,17439001000.0,53.36,1.281,14.13,0.0,0.0,3.65,26.03,0.154,0.168,0.118,0.325,81462002000.0,20853000000.0,3.65,0.569,0.372,190.68,53.36,28.82,6.65,12.42,6.41,29.61,2.108,384.29,101.81,151.5,228.44,3164100000.0
TSM,1046179.0,475711799000.0,1558532981000.0,13.86,0.844,14.2,0.0,0.0187,6.62,10.91,0.449,0.495,0.161,0.398,2263891050000.0,1348355000000.0,6.62,0.826,0.428,95.3,13.86,13.59,0.192,4.655,0.185,0.266,1.258,127.11,59.43,82.92,81.99,5186000000.0
TSN,100493.0,21856012000.0,5598000000.0,6.85,2.469,54.73,1.84,0.0295,8.92,148.01,0.0608,0.0827,0.0753,0.172,53282001000.0,6624000000.0,8.92,-0.598,0.072,75.0,6.85,9.61,0.422,1.175,0.571,5.32,0.72,98.03,59.38,64.22,75.28,287816000.0
TSP,1823593.0,559756000.0,-405008992.0,4.748,0.0,0.0,-2.192,0.043,0.0,-43.5,-0.197,-0.362,9561000.0,-6108000.0,-2.192,0.0,0.486,8.38,37.67,0.337,35.8,1.606,18.02,1.23,1.91,6.17,201708000.0,,,,,
TTCF,1741231.0,117540000.0,-86357000.0,1.69,0.0,0.0,-1.184,2.817,-0.425,-0.398,-0.223,-0.537,231879000.0,17137000.0,-1.184,60.27,-0.067,2.0,285.71,0.469,0.722,0.559,-1.443,0.54,13.23,1.05,1.381,4.93,83658000.0,,,
TTD,1671933.0,25508420000.0,33264000.0,651.38,1.83,3.911,0.0,0.0,0.08,3.058,-0.0066,-0.008,-0.0021,-0.0061,1482656000.0,974913000.0,0.08,-0.75,0.311,61.97,651.38,43.86,15.18,13.03,16.11,629.04,1.795,86.88,39.0,47.77,52.54,445288000.0
TTE,879764.0,147418071000.0,62278001000.0,6.8,7.12,46.67,2.737,0.0489,8.75,99.4,0.0907,0.193,0.0952,0.201,254655005000.0,64474000000.0,8.75,0.497,0.324,72.5,6.8,5.03,0.581,1.284,0.649,2.726,0.934,65.05,44.61,61.78,54.77,2469670000.0
